,name,position,country,overall_rating,dribbling,freekick_accuracy,agility,ball_control,interceptions,penalties
797,Kim Young-gwon,DF,South Korea,64.27272727272727,57.90909090909091,44.36363636363637,69.72727272727273,60.0,50.0,47.54545454545455
798,Kwon Kyung-won,DF,South Korea,64.27272727272727,57.90909090909091,44.36363636363637,69.72727272727273,60.0,50.0,47.54545454545455
799,Jo Hyeon-woo,GK,South Korea,56.0,34.0,32.0,54.0,46.0,53.0,43.0
800,Kwon Chang-hoon,MF,South Korea,64.27272727272727,57.90909090909091,44.36363636363637,69.72727272727273,60.0,50.0,47.54545454545455
801,Kim Tae-hwan,DF,South Korea,64.27272727272727,57.90909090909091,44.36363636363637,69.72727272727273,60.0,50.0,47.54545454545455
802,Cho Yu-min,DF,South Korea,64.27272727272727,57.90909090909091,44.36363636363637,69.72727272727273,60.0,50.0,47.54545454545455
803,Jeong Woo-yeong,MF,South Korea,52.0,46.0,36.0,73.0,49.0,15.0,49.0
804,Song Min-kyu,MF,South Korea,64.27272727272727,57.90909090909091,44.36363636363637,69.72727272727273,60.0,50.0,47.54545454545455
805,Néstor Fernando Muslera Micol,GK,Uruguay,81.0,25.0,10.0,68.0,23.0,23.0,24.0
806,José María Giménez de Vargas,DF,Uruguay,84.0,47.0,44.0,56.0,56.0,85.0,38.0
807,Diego Roberto Godín Leal,DF,Uruguay,78.0,77.0,60.0,85.0,78.0,64.0,49.0
808,Ronald Federico Araújo da Silva,DF,Uruguay,68.0,72.0,32.0,89.0,67.0,20.0,46.0
809,Matías Vecino Falero,MF,Uruguay,62.0,62.0,31.0,72.0,61.0,60.0,45.0
810,Rodrigo Bentancur Colman,MF,Uruguay,78.0,84.0,49.0,68.0,85.0,66.0,50.0
811,Diego Nicolás de la Cruz Arcosa,MF,Uruguay,62.0,64.0,40.0,81.0,62.0,25.0,49.0
812,Facundo Pellistri Rebollo,FW,Uruguay,66.0,63.0,28.0,63.0,65.0,62.0,37.0
813,Luis Alberto Suárez Díaz,FW,Uruguay,91.0,86.0,84.0,82.0,88.0,41.0,85.0
814,Giorgian Daniel de Arrascaeta Benedetti,MF,Uruguay,70.28,57.88,44.2,68.36,61.64,54.08,46.6
815,Darwin Gabriel Núñez Ribeiro,FW,Uruguay,68.0,30.0,29.0,63.0,48.0,72.0,40.0
816,Carlos Sebastián Sosa Silva,GK,Uruguay,66.0,64.0,59.0,72.0,61.0,29.0,58.0
817,Guillermo Varela Olivera,DF,Uruguay,70.0,20.0,21.0,30.0,16.0,24.0,30.0
818,Lucas Sebastián Torreira Di Pascua,MF,Uruguay,82.0,78.0,78.0,85.0,81.0,86.0,48.0
819,Federico Santiago Valverde Dipetta,MF,Uruguay,61.0,69.0,40.0,60.0,45.0,56.0,42.0
820,Mathías Olivera Miramontes,DF,Uruguay,70.0,65.0,41.0,67.0,70.0,62.0,42.0
821,Matías Nicolás Viña Susperreguy,DF,Uruguay,75.0,32.0,64.0,72.0,65.0,75.0,57.0
822,Maximiliano,FW,Uruguay,69.0,71.0,51.0,80.0,70.0,32.0,44.0
823,Sebastián Coates Nion,DF,Uruguay,57.0,57.0,36.0,59.0,60.0,43.0,43.0
824,Facundo Daniel Torres Pérez,FW,Uruguay,69.0,52.0,54.0,58.0,64.0,66.0,56.0
825,Edinson Roberto Cavani Gómez,FW,Uruguay,51.0,48.0,40.0,55.0,52.0,43.0,34.0
826,José Martín Cáceres Silva,DF,Uruguay,78.0,60.0,41.0,79.0,66.0,80.0,50.0
827,Sergio Ramón Rochet Álvarez,GK,Uruguay,75.0,65.0,52.0,72.0,72.0,75.0,41.0
828,Agustín Canobbio Graviz,MF,Uruguay,59.0,64.0,40.0,62.0,60.0,27.0,54.0
829,Manuel Ugarte Ribeiro,MF,Uruguay,62.0,38.0,48.0,63.0,59.0,62.0,55.0
830,José Luis Rodríguez Bebanz,DF,Uruguay,75.0,54.0,33.0,68.0,67.0,74.0,48.0
